,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,元論文タイトル,論文タイトル,元サマリ,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
519,2017-03-28T14:09:30Z,2017-03-21T17:53:50Z,http://arxiv.org/abs/1703.07340v1,http://arxiv.org/pdf/1703.07340v1,Construction of Directed 2K Graphs,construct direct graph,"We study the problem of constructing synthetic graphs that resemble real-world directed graphs in terms of their degree correlations. We define the problem of directed 2K construction (D2K) that takes as input the directed degree sequence (DDS) and a joint degree and attribute matrix (JDAM) so as to capture degree correlation specifically in directed graphs. We provide necessary and sufficient conditions to decide whether a target D2K is realizable, and we design an efficient algorithm that creates realizations with that target D2K. We evaluate our algorithm in creating synthetic graphs that target real-world directed graphs (such as Twitter) and we show that it brings significant benefits compared to state-of-the-art approaches.",studi problem construct synthet graph resembl real world direct graph term degre correl defin problem direct construct dk take input direct degre sequenc dds joint degre attribut matrix jdam captur degre correl specif direct graph provid necessari suffici condit decid whether target dk realiz design effici algorithm creat realize target dk evalu algorithm creat synthet graph target real world direct graph twitter show bring signific benefit compar state art approach,"['Bálint Tillman', 'Athina Markopoulou', 'Carter T. Butts', 'Minas Gjoka']","['cs.SI', 'cs.DS']",False,False,False,False,True,False
529,2017-03-28T14:09:34Z,2017-03-17T17:31:01Z,http://arxiv.org/abs/1703.06733v1,http://arxiv.org/pdf/1703.06733v1,Discovering Relaxed Sound Workflow Nets using Integer Linear Programming,discov relax sound workflow net use integ linear program,"Process mining is concerned with the analysis, understanding and improvement of business processes. Process discovery, i.e. discovering a process model based on an event log, is considered the most challenging process mining task. State-of-the-art process discovery algorithms only discover local control-flow patterns and are unable to discover complex, non-local patterns. Region theory based techniques, i.e. an established class of process discovery techniques, do allow for discovering such patterns. However, applying region theory directly results in complex, over-fitting models, which is less desirable. Moreover, region theory does not cope with guarantees provided by state-of-the-art process discovery algorithms, both w.r.t. structural and behavioural properties of the discovered process models. In this paper we present an ILP-based process discovery approach, based on region theory, that guarantees to discover relaxed sound workflow nets. Moreover, we devise a filtering algorithm, based on the internal working of the ILP-formulation, that is able to cope with the presence of infrequent behaviour. We have extensively evaluated the technique using different event logs with different levels of exceptional behaviour. Our experiments show that the presented approach allow us to leverage the inherent shortcomings of existing region-based approaches. The techniques presented are implemented and readily available in the HybridILPMiner package in the open-source process mining tool-kits ProM and RapidProM.",process mine concern analysi understand improv busi process process discoveri discov process model base event log consid challeng process mine task state art process discoveri algorithm onli discov local control flow pattern unabl discov complex non local pattern region theori base techniqu establish class process discoveri techniqu allow discov pattern howev appli region theori direct result complex fit model less desir moreov region theori doe cope guarante provid state art process discoveri algorithm structur behaviour properti discov process model paper present ilp base process discoveri approach base region theori guarante discov relax sound workflow net moreov devis filter algorithm base intern work ilp formul abl cope presenc infrequ behaviour extens evalu techniqu use differ event log differ level except behaviour experi show present approach allow us leverag inher shortcom exist region base approach techniqu present implement readili avail hybridilpmin packag open sourc process mine tool kit prom rapidprom,"['S. J. van Zelst', 'B. F. van Dongen', 'W. M. P. van der Aalst', 'H. M. W. Verbeek']",['cs.DS'],False,False,False,False,True,False
547,2017-03-28T14:09:43Z,2017-03-15T11:57:53Z,http://arxiv.org/abs/1703.05097v1,http://arxiv.org/pdf/1703.05097v1,A cubic-time algorithm for computing the trinet distance between level-1   networks,cubic time algorithm comput trinet distanc level network,"In evolutionary biology, phylogenetic networks are constructed to represent the evolution of species in which reticulate events are thought to have occurred, such as recombination and hybridization. It is therefore useful to have efficiently computable metrics with which to systematically compare such networks. Through developing an optimal algorithm to enumerate all trinets displayed by a level-1 network (a type of network that is slightly more general than an evolutionary tree), here we propose a cubic-time algorithm to compute the trinet distance between two level-1 networks. Employing simulations, we also present a comparison between the trinet metric and the so-called Robinson-Foulds phylogenetic network metric restricted to level-1 networks. The algorithms described in this paper have been implemented in JAVA and are freely available at https://www.uea.ac.uk/computing/TriLoNet.",evolutionari biolog phylogenet network construct repres evolut speci reticul event thought occur recombin hybrid therefor use effici comput metric systemat compar network develop optim algorithm enumer trinet display level network type network slight general evolutionari tree propos cubic time algorithm comput trinet distanc two level network employ simul also present comparison trinet metric call robinson fould phylogenet network metric restrict level network algorithm describ paper implement java freeli avail https www uea ac uk comput trilonet,"['Vincent Moulton', 'James Oldman', 'Taoyang Wu']","['q-bio.PE', 'cs.DM', 'cs.DS']",False,False,True,False,True,False
703,2017-03-28T14:10:09Z,2017-03-23T12:32:10Z,http://arxiv.org/abs/1703.08041v1,http://arxiv.org/pdf/1703.08041v1,Resolving the Complexity of Some Fundamental Problems in Computational   Social Choice,resolv complex fundament problem comput social choic,This thesis is in the area called computational social choice which is an intersection area of algorithms and social choice theory.,thesi area call comput social choic intersect area algorithm social choic theori,['Palash Dey'],"['cs.DS', 'cs.AI', 'cs.MA']",False,False,False,False,True,False
803,2017-03-28T14:10:52Z,2017-03-23T11:45:10Z,http://arxiv.org/abs/1703.08019v1,http://arxiv.org/pdf/1703.08019v1,Single Channel Audio Source Separation using Convolutional Denoising   Autoencoders,singl channel audio sourc separ use convolut denois autoencod,"Deep learning techniques have been used recently to tackle the audio source separation problem. In this work, we propose to use deep convolution denoising auto-encoders (CDAEs) for monaural audio source separation. We use as many CDAEs as the number of sources to be separated from the mixed signal. Each CDAE is trained to separate one source and treats the other sources as background noise. The main idea is to allow each CDAE to learn suitable time-frequency filters and features to its corresponding source. Our experimental results show that CDAEs perform source separation slightly better than the deep feedforward neural networks (FNNs) even with a much less number of parameters than FNNs.",deep learn techniqu use recent tackl audio sourc separ problem work propos use deep convolut denois auto encod cdae monaur audio sourc separ use mani cdae number sourc separ mix signal cdae train separ one sourc treat sourc background nois main idea allow cdae learn suitabl time frequenc filter featur correspond sourc experiment result show cdae perform sourc separ slight better deep feedforward neural network fnns even much less number paramet fnns,"['Emad M. Grais', 'Mark D. Plumbley']",['cs.SD'],False,False,False,False,True,False
805,2017-03-28T14:10:52Z,2017-03-21T12:35:21Z,http://arxiv.org/abs/1703.07172v1,http://arxiv.org/pdf/1703.07172v1,Multi-Objective Learning and Mask-Based Post-Processing for Deep Neural   Network Based Speech Enhancement,multi object learn mask base post process deep neural network base speech enhanc,"We propose a multi-objective framework to learn both secondary targets not directly related to the intended task of speech enhancement (SE) and the primary target of the clean log-power spectra (LPS) features to be used directly for constructing the enhanced speech signals. In deep neural network (DNN) based SE we introduce an auxiliary structure to learn secondary continuous features, such as mel-frequency cepstral coefficients (MFCCs), and categorical information, such as the ideal binary mask (IBM), and integrate it into the original DNN architecture for joint optimization of all the parameters. This joint estimation scheme imposes additional constraints not available in the direct prediction of LPS, and potentially improves the learning of the primary target. Furthermore, the learned secondary information as a byproduct can be used for other purposes, e.g., the IBM-based post-processing in this work. A series of experiments show that joint LPS and MFCC learning improves the SE performance, and IBM-based post-processing further enhances listening quality of the reconstructed speech.",propos multi object framework learn secondari target direct relat intend task speech enhanc se primari target clean log power spectra lps featur use direct construct enhanc speech signal deep neural network dnn base se introduc auxiliari structur learn secondari continu featur mel frequenc cepstral coeffici mfccs categor inform ideal binari mask ibm integr origin dnn architectur joint optim paramet joint estim scheme impos addit constraint avail direct predict lps potenti improv learn primari target furthermor learn secondari inform byproduct use purpos ibm base post process work seri experi show joint lps mfcc learn improv se perform ibm base post process enhanc listen qualiti reconstruct speech,"['Yong Xu', 'Jun Du', 'Zhen Huang', 'Li-Rong Dai', 'Chin-Hui Lee']",['cs.SD'],False,False,False,False,True,False
806,2017-03-28T14:10:52Z,2017-03-21T06:09:32Z,http://arxiv.org/abs/1703.07065v1,http://arxiv.org/pdf/1703.07065v1,Adaptive Multi-Class Audio Classification in Noisy In-Vehicle   Environment,adapt multi class audio classif noisi vehicl environ,"With ever-increasing number of car-mounted electric devices and their complexity, audio classification is increasingly important for the automotive industry as a fundamental tool for human-device interactions. Existing approaches for audio classification, however, fall short as the unique and dynamic audio characteristics of in-vehicle environments are not appropriately taken into account. In this paper, we develop an audio classification system that classifies an audio stream into music, speech, speech+music, and noise, adaptably depending on driving environments including highway, local road, crowded city, and stopped vehicle. More than 420 minutes of audio data including various genres of music, speech, speech+music, and noise are collected from diverse driving environments. The results demonstrate that the proposed approach improves the average classification accuracy up to 166%, and 64% for speech, and speech+music, respectively, compared with a non-adaptive approach in our experimental settings.",ever increas number car mount electr devic complex audio classif increas import automot industri fundament tool human devic interact exist approach audio classif howev fall short uniqu dynam audio characterist vehicl environ appropri taken account paper develop audio classif system classifi audio stream music speech speech music nois adapt depend drive environ includ highway local road crowd citi stop vehicl minut audio data includ various genr music speech speech music nois collect divers drive environ result demonstr propos approach improv averag classif accuraci speech speech music respect compar non adapt approach experiment set,"['Myounggyu Won', 'Haitham Alsaadan', 'Yongsoon Eun']",['cs.SD'],False,False,False,False,True,False
807,2017-03-28T14:10:52Z,2017-03-20T18:11:47Z,http://arxiv.org/abs/1703.06902v1,http://arxiv.org/pdf/1703.06902v1,A Comparison of deep learning methods for environmental sound,comparison deep learn method environment sound,"Environmental sound detection is a challenging application of machine learning because of the noisy nature of the signal, and the small amount of (labeled) data that is typically available. This work thus presents a comparison of several state-of-the-art Deep Learning models on the IEEE challenge on Detection and Classification of Acoustic Scenes and Events (DCASE) 2016 challenge task and data, classifying sounds into one of fifteen common indoor and outdoor acoustic scenes, such as bus, cafe, car, city center, forest path, library, train, etc. In total, 13 hours of stereo audio recordings are available, making this one of the largest datasets available. We perform experiments on six sets of features, including standard Mel-frequency cepstral coefficients (MFCC), Binaural MFCC, log Mel-spectrum and two different large- scale temporal pooling features extracted using OpenSMILE. On these features, we apply five models: Gaussian Mixture Model (GMM), Deep Neural Network (DNN), Recurrent Neural Network (RNN), Convolutional Deep Neural Net- work (CNN) and i-vector. Using the late-fusion approach, we improve the performance of the baseline 72.5% by 15.6% in 4-fold Cross Validation (CV) avg. accuracy and 11% in test accuracy, which matches the best result of the DCASE 2016 challenge. With large feature sets, deep neural network models out- perform traditional methods and achieve the best performance among all the studied methods. Consistent with other work, the best performing single model is the non-temporal DNN model, which we take as evidence that sounds in the DCASE challenge do not exhibit strong temporal dynamics.",environment sound detect challeng applic machin learn becaus noisi natur signal small amount label data typic avail work thus present comparison sever state art deep learn model ieee challeng detect classif acoust scene event dcase challeng task data classifi sound one fifteen common indoor outdoor acoust scene bus cafe car citi center forest path librari train etc total hour stereo audio record avail make one largest dataset avail perform experi six set featur includ standard mel frequenc cepstral coeffici mfcc binaur mfcc log mel spectrum two differ larg scale tempor pool featur extract use opensmil featur appli five model gaussian mixtur model gmm deep neural network dnn recurr neural network rnn convolut deep neural net work cnn vector use late fusion approach improv perform baselin fold cross valid cv avg accuraci test accuraci match best result dcase challeng larg featur set deep neural network model perform tradit method achiev best perform among studi method consist work best perform singl model non tempor dnn model take evid sound dcase challeng exhibit strong tempor dynam,"['Juncheng Li', 'Wei Dai', 'Florian Metze', 'Shuhui Qu', 'Samarjit Das']","['cs.SD', 'cs.LG', '14J60 (Primary)']",False,False,False,False,True,False
810,2017-03-28T14:10:56Z,2017-03-20T12:00:04Z,http://arxiv.org/abs/1703.06697v1,http://arxiv.org/pdf/1703.06697v1,Timbre Analysis of Music Audio Signals with Convolutional Neural   Networks,timbr analysi music audio signal convolut neural network,"The focus of this work is to study how to efficiently tailor Convolutional Neural Networks (CNNs) towards learning timbre representations from log-mel magnitude spectrograms. We first review the trends when designing CNN architectures. Through this literature overview we discuss which are the crucial points to consider for efficiently learning timbre representations using CNNs. From this discussion we propose a design strategy meant to capture the relevant time-frequency contexts for learning timbre, which permits using domain knowledge for designing architectures. In addition, one of our main goals is to design efficient CNN architectures - what reduces the risk of these models to over-fit, since CNNs' number of parameters is minimized. Several architectures based on the design principles we propose are successfully assessed for different research tasks related to timbre: singing voice phoneme classification, musical instrument recognition and music auto-tagging.",focus work studi effici tailor convolut neural network cnns toward learn timbr represent log mel magnitud spectrogram first review trend design cnn architectur literatur overview discuss crucial point consid effici learn timbr represent use cnns discuss propos design strategi meant captur relev time frequenc context learn timbr permit use domain knowledg design architectur addit one main goal design effici cnn architectur reduc risk model fit sinc cnns number paramet minim sever architectur base design principl propos success assess differ research task relat timbr sing voic phonem classif music instrument recognit music auto tag,"['Jordi Pons', 'Olga Slizovskaia', 'Rong Gong', 'Emilia Gómez', 'Xavier Serra']",['cs.SD'],False,False,False,False,True,False
812,2017-03-28T14:10:56Z,2017-03-18T10:59:03Z,http://arxiv.org/abs/1703.06284v1,http://arxiv.org/pdf/1703.06284v1,Multi-talker Speech Separation and Tracing with Permutation Invariant   Training of Deep Recurrent Neural Networks,multi talker speech separ trace permut invari train deep recurr neural network,"Despite the significant progress made in the recent years in dictating single-talker speech, the progress made in speaker independent multi-talker mixed speech separation and tracing, often referred to as the cocktail-party problem, has been less impressive. In this paper we propose a novel technique for attacking this problem. The core of our technique is permutation invariant training (PIT), which aims at minimizing the source stream reconstruction error no matter how labels are ordered. This is achieved by aligning labels to the output streams automatically during the training time. This strategy effectively solves the label permutation problem observed in deep learning based techniques for speech separation. More interestingly, our approach can integrate speaker tracing in the PIT framework so that separation and tracing can be carried out in one step and trained end-to-end. This is achieved using recurrent neural networks (RNNs) by forcing separated frames belonging to the same speaker to be aligned to the same output layer during training. Furthermore, the computational cost introduced by PIT is very small compared to the RNN computation during training and is zero during separation. We evaluated PIT on the WSJ0 and Danish two- and three-talker mixed-speech separation tasks and found that it compares favorably to non-negative matrix factorization (NMF), computational auditory scene analysis (CASA), deep clustering (DPCL) and deep attractor network (DANet), and generalizes well over unseen speakers and languages.",despit signific progress made recent year dictat singl talker speech progress made speaker independ multi talker mix speech separ trace often refer cocktail parti problem less impress paper propos novel techniqu attack problem core techniqu permut invari train pit aim minim sourc stream reconstruct error matter label order achiev align label output stream automat dure train time strategi effect solv label permut problem observ deep learn base techniqu speech separ interest approach integr speaker trace pit framework separ trace carri one step train end end achiev use recurr neural network rnns forc separ frame belong speaker align output layer dure train furthermor comput cost introduc pit veri small compar rnn comput dure train zero dure separ evalu pit wsj danish two three talker mix speech separ task found compar favor non negat matrix factor nmf comput auditori scene analysi casa deep cluster dpcl deep attractor network danet general well unseen speaker languag,"['Morten Kolbæk', 'Dong Yu', 'Zheng-Hua Tan', 'Jesper Jensen']","['cs.SD', 'cs.LG']",False,False,False,False,True,False
814,2017-03-28T14:10:56Z,2017-03-17T03:38:48Z,http://arxiv.org/abs/1703.05880v1,http://arxiv.org/pdf/1703.05880v1,Empirical Evaluation of Parallel Training Algorithms on Acoustic   Modeling,empir evalu parallel train algorithm acoust model,"Deep learning models (DLMs) are state-of-the-art techniques in speech recognition. However, training good DLMs can be time consuming especially for production-size models and corpora. Although several parallel training algorithms have been proposed to improve training efficiency, there is no clear guidance on which one to choose for the task in hand due to lack of systematic and fair comparison among them. In this paper we aim at filling this gap by comparing four popular parallel training algorithms in speech recognition, namely asynchronous stochastic gradient descent (ASGD), blockwise model-update filtering (BMUF), bulk synchronous parallel (BSP) and elastic averaging stochastic gradient descent (EASGD), on 1000-hour LibriSpeech corpora using feed-forward deep neural networks (DNNs) and convolutional, long short-term memory, DNNs (CLDNNs). Based on our experiments, we recommend using BMUF as the top choice to train acoustic models since it is most stable, scales well with number of GPUs, can achieve reproducible results, and in many cases even outperforms single-GPU SGD. ASGD can be used as a substitute in some cases.",deep learn model dlms state art techniqu speech recognit howev train good dlms time consum especi product size model corpora although sever parallel train algorithm propos improv train effici clear guidanc one choos task hand due lack systemat fair comparison among paper aim fill gap compar four popular parallel train algorithm speech recognit name asynchron stochast gradient descent asgd blockwis model updat filter bmuf bulk synchron parallel bsp elast averag stochast gradient descent easgd hour librispeech corpora use feed forward deep neural network dnns convolut long short term memori dnns cldnns base experi recommend use bmuf top choic train acoust model sinc stabl scale well number gpus achiev reproduc result mani case even outperform singl gpu sgd asgd use substitut case,"['Wenpeng Li', 'BinBin Zhang', 'Lei Xie', 'Dong Yu']","['cs.CL', 'cs.LG', 'cs.SD']",False,False,False,False,True,False
815,2017-03-28T14:10:56Z,2017-03-15T18:41:37Z,http://arxiv.org/abs/1703.05344v1,http://arxiv.org/pdf/1703.05344v1,Deducing the severity of psychiatric symptoms from the human voice,deduc sever psychiatr symptom human voic,"Psychiatric illnesses are often associated with multiple symptoms, whose severity must be graded for accurate diagnosis and treatment. This grading is usually done by trained clinicians based on human observations and judgments made within doctor-patient sessions. Current research provides sufficient reason to expect that the human voice may carry biomarkers or signatures of many, if not all, these symptoms. Based on this conjecture, we explore the possibility of objectively and automatically grading the symptoms of psychiatric illnesses with reference to various standard psychiatric rating scales. Using acoustic data from several clinician-patient interviews within hospital settings, we use non-parametric models to learn and predict the relations between symptom-ratings and voice. In the process, we show that different articulatory-phonetic units of speech are able to capture the effects of different symptoms differently, and use this to establish a plausible methodology that could be employed for automatically grading psychiatric symptoms for clinical purposes.",psychiatr ill often associ multipl symptom whose sever must grade accur diagnosi treatment grade usual done train clinician base human observ judgment made within doctor patient session current research provid suffici reason expect human voic may carri biomark signatur mani symptom base conjectur explor possibl object automat grade symptom psychiatr ill refer various standard psychiatr rate scale use acoust data sever clinician patient interview within hospit set use non parametr model learn predict relat symptom rate voic process show differ articulatori phonet unit speech abl captur effect differ symptom differ use establish plausibl methodolog could employ automat grade psychiatr symptom clinic purpos,"['Rita Singh', 'Justin Baker', 'Luciana Pennant', 'Louis-Philippe Morency']","['cs.SD', 'q-bio.NC']",False,False,False,False,True,False
816,2017-03-28T14:10:56Z,2017-03-15T08:33:38Z,http://arxiv.org/abs/1703.05003v1,http://arxiv.org/pdf/1703.05003v1,On the Importance of Super-Gaussian Speech Priors for Pre-Trained Speech   Enhancement,import super gaussian speech prior pre train speech enhanc,"For enhancing noisy signals, pre-trained single-channel speech enhancement schemes exploit prior knowledge about the shape of typical speech structures. This knowledge is obtained from training data for which methods from machine learning are used, e.g., Mixtures of Gaussians, nonnegative matrix factorization, and deep neural networks. If only speech envelopes are employed as prior speech knowledge, e.g., to meet requirements in terms of computational complexity and memory consumption, Wiener-like enhancement filters will not be able to reduce noise components between speech spectral harmonics. In this paper, we highlight the role of clean speech estimators that employ super-Gaussian speech priors in particular for pre- trained approaches when spectral envelope models are used. In the 2000s, such estimators have been considered by many researchers for improving non-trained enhancement schemes. However, while the benefit of super-Gaussian clean speech estimators in non-trained enhancement schemes is limited, we point out that these estimators make a much larger difference for enhancement schemes that employ pre-trained envelope models. We show that for such pre-trained enhancements schemes super- Gaussian estimators allow for a suppression of annoying residual noises which are not reduced using Gaussian filters such as the Wiener filter. As a consequence, considerable improvements in terms of Perceptual Evaluation of Speech Quality and segmental signal-to-noise ratios are achieved.",enhanc noisi signal pre train singl channel speech enhanc scheme exploit prior knowledg shape typic speech structur knowledg obtain train data method machin learn use mixtur gaussian nonneg matrix factor deep neural network onli speech envelop employ prior speech knowledg meet requir term comput complex memori consumpt wiener like enhanc filter abl reduc nois compon speech spectral harmon paper highlight role clean speech estim employ super gaussian speech prior particular pre train approach spectral envelop model use estim consid mani research improv non train enhanc scheme howev benefit super gaussian clean speech estim non train enhanc scheme limit point estim make much larger differ enhanc scheme employ pre train envelop model show pre train enhanc scheme super gaussian estim allow suppress annoy residu nois reduc use gaussian filter wiener filter consequ consider improv term perceptu evalu speech qualiti segment signal nois ratio achiev,"['Robert Rehr', 'Timo Gerkmann']",['cs.SD'],False,False,False,False,True,False
817,2017-03-28T14:10:56Z,2017-03-14T22:28:51Z,http://arxiv.org/abs/1703.04783v1,http://arxiv.org/pdf/1703.04783v1,Multichannel End-to-end Speech Recognition,multichannel end end speech recognit,"The field of speech recognition is in the midst of a paradigm shift: end-to-end neural networks are challenging the dominance of hidden Markov models as a core technology. Using an attention mechanism in a recurrent encoder-decoder architecture solves the dynamic time alignment problem, allowing joint end-to-end training of the acoustic and language modeling components. In this paper we extend the end-to-end framework to encompass microphone array signal processing for noise suppression and speech enhancement within the acoustic encoding network. This allows the beamforming components to be optimized jointly within the recognition architecture to improve the end-to-end speech recognition objective. Experiments on the noisy speech benchmarks (CHiME-4 and AMI) show that our multichannel end-to-end system outperformed the attention-based baseline with input from a conventional adaptive beamformer.",field speech recognit midst paradigm shift end end neural network challeng domin hidden markov model core technolog use attent mechan recurr encod decod architectur solv dynam time align problem allow joint end end train acoust languag model compon paper extend end end framework encompass microphon array signal process nois suppress speech enhanc within acoust encod network allow beamform compon optim joint within recognit architectur improv end end speech recognit object experi noisi speech benchmark chime ami show multichannel end end system outperform attent base baselin input convent adapt beamform,"['Tsubasa Ochiai', 'Shinji Watanabe', 'Takaaki Hori', 'John R. Hershey']","['cs.SD', 'cs.CL']",False,False,False,False,True,False
820,2017-03-28T14:11:00Z,2017-03-07T10:36:30Z,http://arxiv.org/abs/1703.02317v1,http://arxiv.org/pdf/1703.02317v1,Convolutional Recurrent Neural Networks for Bird Audio Detection,convolut recurr neural network bird audio detect,"Bird sounds possess distinctive spectral structure which may exhibit small shifts in spectrum depending on the bird species and environmental conditions. In this paper, we propose using convolutional recurrent neural networks on the task of automated bird audio detection in real-life environments. In the proposed method, convolutional layers extract high dimensional, local frequency shift invariant features, while recurrent layers capture longer term dependencies between the features extracted from short time frames. This method achieves 88.5% Area Under ROC Curve (AUC) score on the unseen evaluation data and obtains the second place in the Bird Audio Detection challenge.",bird sound possess distinct spectral structur may exhibit small shift spectrum depend bird speci environment condit paper propos use convolut recurr neural network task autom bird audio detect real life environ propos method convolut layer extract high dimension local frequenc shift invari featur recurr layer captur longer term depend featur extract short time frame method achiev area roc curv auc score unseen evalu data obtain second place bird audio detect challeng,"['EmreÇakır', 'Sharath Adavanne', 'Giambattista Parascandolo', 'Konstantinos Drossos', 'Tuomas Virtanen']","['cs.SD', 'cs.LG', 'stat.ML']",False,False,False,False,True,False
821,2017-03-28T14:11:00Z,2017-03-19T09:51:36Z,http://arxiv.org/abs/1703.02205v2,http://arxiv.org/pdf/1703.02205v2,Raw Waveform-based Speech Enhancement by Fully Convolutional Networks,raw waveform base speech enhanc fulli convolut network,"This study proposes a fully convolutional network (FCN) model for raw waveform-based speech enhancement. The proposed system performs speech enhancement in an end-to-end (i.e., waveform-in and waveform-out) manner, which dif-fers from most existing denoising methods that process the magnitude spectrum (e.g., log power spectrum (LPS)) only. Because the fully connected layers, which are involved in deep neural networks (DNN) and convolutional neural networks (CNN), may not accurately characterize the local information of speech signals, particularly with high frequency components, we employed fully convolutional layers to model the waveform. More specifically, FCN consists of only convolutional layers and thus the local temporal structures of speech signals can be efficiently and effectively preserved with relatively few weights. Experimental results show that DNN- and CNN-based models have limited capability to restore high frequency components of waveforms, thus leading to decreased intelligibility of enhanced speech. By contrast, the proposed FCN model can not only effectively recover the waveforms but also outperform the LPS-based DNN baseline in terms of short-time objective intelligibility (STOI) and perceptual evaluation of speech quality (PESQ). In addition, the number of model parameters in FCN is approximately only 0.2% compared with that in both DNN and CNN.",studi propos fulli convolut network fcn model raw waveform base speech enhanc propos system perform speech enhanc end end waveform waveform manner dif fer exist denois method process magnitud spectrum log power spectrum lps onli becaus fulli connect layer involv deep neural network dnn convolut neural network cnn may accur character local inform speech signal particular high frequenc compon employ fulli convolut layer model waveform specif fcn consist onli convolut layer thus local tempor structur speech signal effici effect preserv relat weight experiment result show dnn cnn base model limit capabl restor high frequenc compon waveform thus lead decreas intellig enhanc speech contrast propos fcn model onli effect recov waveform also outperform lps base dnn baselin term short time object intellig stoi perceptu evalu speech qualiti pesq addit number model paramet fcn approxim onli compar dnn cnn,"['Szu-Wei Fu', 'Yu Tsao', 'Xugang Lu', 'Hisashi Kawai']","['stat.ML', 'cs.LG', 'cs.SD']",False,False,False,False,True,False
826,2017-03-28T14:11:00Z,2017-02-28T11:00:19Z,http://arxiv.org/abs/1703.00384v1,http://arxiv.org/pdf/1703.00384v1,Nonlinear Volterra model of a loudspeaker behavior based on Laser   Doppler Vibrometry,nonlinear volterra model loudspeak behavior base laser doppler vibrometri,"We demonstrate the capabilities of nonlinear Volterra models to simulate the behavior of an audio system and compare them to linear filters. In this paper a nonlinear model of an audio system based on Volterra series is presented and Normalized Least Mean Square algorithm is used to determine the Volterra series to third order. Training data for the models were collected measuring a physical speaker using a laser interferometer. We explore several training signals and filter's parameters. Results indicate a decrease in Mean Squared Error compared to the linear model with a dependency on the particular test signal, the order and the parameters of the model.",demonstr capabl nonlinear volterra model simul behavior audio system compar linear filter paper nonlinear model audio system base volterra seri present normal least mean squar algorithm use determin volterra seri third order train data model collect measur physic speaker use laser interferomet explor sever train signal filter paramet result indic decreas mean squar error compar linear model depend particular test signal order paramet model,"['Alessandro Loriga', 'Parvin Moyassari', 'Daniele Bernardini', 'Gregorio Landi', 'Francesca Venturini', 'Elisabeth Dumont']","['cs.SD', 'H.5.5; I.2.6; I.6.3; J.5']",False,False,False,False,True,False
827,2017-03-28T14:11:00Z,2017-03-07T23:09:23Z,http://arxiv.org/abs/1702.07825v2,http://arxiv.org/pdf/1702.07825v2,Deep Voice: Real-time Neural Text-to-Speech,deep voic real time neural text speech,"We present Deep Voice, a production-quality text-to-speech system constructed entirely from deep neural networks. Deep Voice lays the groundwork for truly end-to-end neural speech synthesis. The system comprises five major building blocks: a segmentation model for locating phoneme boundaries, a grapheme-to-phoneme conversion model, a phoneme duration prediction model, a fundamental frequency prediction model, and an audio synthesis model. For the segmentation model, we propose a novel way of performing phoneme boundary detection with deep neural networks using connectionist temporal classification (CTC) loss. For the audio synthesis model, we implement a variant of WaveNet that requires fewer parameters and trains faster than the original. By using a neural network for each component, our system is simpler and more flexible than traditional text-to-speech systems, where each component requires laborious feature engineering and extensive domain expertise. Finally, we show that inference with our system can be performed faster than real time and describe optimized WaveNet inference kernels on both CPU and GPU that achieve up to 400x speedups over existing implementations.",present deep voic product qualiti text speech system construct entir deep neural network deep voic lay groundwork truli end end neural speech synthesi system compris five major build block segment model locat phonem boundari graphem phonem convers model phonem durat predict model fundament frequenc predict model audio synthesi model segment model propos novel way perform phonem boundari detect deep neural network use connectionist tempor classif ctc loss audio synthesi model implement variant wavenet requir fewer paramet train faster origin use neural network compon system simpler flexibl tradit text speech system compon requir labori featur engin extens domain expertis final show infer system perform faster real time describ optim wavenet infer kernel cpu gpu achiev speedup exist implement,"['Sercan O. Arik', 'Mike Chrzanowski', 'Adam Coates', 'Gregory Diamos', 'Andrew Gibiansky', 'Yongguo Kang', 'Xian Li', 'John Miller', 'Andrew Ng', 'Jonathan Raiman', 'Shubho Sengupta', 'Mohammad Shoeybi']","['cs.CL', 'cs.LG', 'cs.NE', 'cs.SD']",False,False,False,False,True,False
