,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,元論文タイトル,論文タイトル,元サマリ,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
446,2017-03-28T14:09:00Z,2017-03-24T11:58:14Z,http://arxiv.org/abs/1703.08378v1,http://arxiv.org/pdf/1703.08378v1,Feature Fusion using Extended Jaccard Graph and Stochastic Gradient   Descent for Robot,featur fusion use extend jaccard graph stochast gradient descent robot,"Robot vision is a fundamental device for human-robot interaction and robot complex tasks. In this paper, we use Kinect and propose a feature graph fusion (FGF) for robot recognition. Our feature fusion utilizes RGB and depth information to construct fused feature from Kinect. FGF involves multi-Jaccard similarity to compute a robust graph and utilize word embedding method to enhance the recognition results. We also collect DUT RGB-D face dataset and a benchmark datset to evaluate the effectiveness and efficiency of our method. The experimental results illustrate FGF is robust and effective to face and object datasets in robot applications.",robot vision fundament devic human robot interact robot complex task paper use kinect propos featur graph fusion fgf robot recognit featur fusion util rgb depth inform construct fuse featur kinect fgf involv multi jaccard similar comput robust graph util word embed method enhanc recognit result also collect dut rgb face dataset benchmark datset evalu effect effici method experiment result illustr fgf robust effect face object dataset robot applic,"['Shenglan Liu', 'Muxin Sun', 'Wei Wang', 'Feilong Wang']","['cs.CV', 'cs.LG', 'cs.RO']",False,False,False,True,False,False
450,2017-03-28T14:09:05Z,2017-03-24T05:54:11Z,http://arxiv.org/abs/1703.08289v1,http://arxiv.org/pdf/1703.08289v1,Deep Direct Regression for Multi-Oriented Scene Text Detection,deep direct regress multi orient scene text detect,"In this paper, we first provide a new perspective to divide existing high performance object detection methods into direct and indirect regressions. Direct regression performs boundary regression by predicting the offsets from a given point, while indirect regression predicts the offsets from some bounding box proposals. Then we analyze the drawbacks of the indirect regression, which the recent state-of-the-art detection structures like Faster-RCNN and SSD follows, for multi-oriented scene text detection, and point out the potential superiority of direct regression. To verify this point of view, we propose a deep direct regression based method for multi-oriented scene text detection. Our detection framework is simple and effective with a fully convolutional network and one-step post processing. The fully convolutional network is optimized in an end-to-end way and has bi-task outputs where one is pixel-wise classification between text and non-text, and the other is direct regression to determine the vertex coordinates of quadrilateral text boundaries. The proposed method is particularly beneficial for localizing incidental scene texts. On the ICDAR2015 Incidental Scene Text benchmark, our method achieves the F1-measure of 81%, which is a new state-of-the-art and significantly outperforms previous approaches. On other standard datasets with focused scene texts, our method also reaches the state-of-the-art performance.",paper first provid new perspect divid exist high perform object detect method direct indirect regress direct regress perform boundari regress predict offset given point indirect regress predict offset bound box propos analyz drawback indirect regress recent state art detect structur like faster rcnn ssd follow multi orient scene text detect point potenti superior direct regress verifi point view propos deep direct regress base method multi orient scene text detect detect framework simpl effect fulli convolut network one step post process fulli convolut network optim end end way bi task output one pixel wise classif text non text direct regress determin vertex coordin quadrilater text boundari propos method particular benefici local incident scene text icdar incident scene text benchmark method achiev measur new state art signific outperform previous approach standard dataset focus scene text method also reach state art perform,"['Wenhao He', 'Xu-Yao Zhang', 'Fei Yin', 'Cheng-Lin Liu']",['cs.CV'],True,False,False,True,False,False
460,2017-03-28T14:09:09Z,2017-03-23T12:19:09Z,http://arxiv.org/abs/1703.08033v1,http://arxiv.org/pdf/1703.08033v1,Generative Adversarial Residual Pairwise Networks for One Shot Learning,generat adversari residu pairwis network one shot learn,"Deep neural networks achieve unprecedented performance levels over many tasks and scale well with large quantities of data, but performance in the low-data regime and tasks like one shot learning still lags behind. While recent work suggests many hypotheses from better optimization to more complicated network structures, in this work we hypothesize that having a learnable and more expressive similarity objective is an essential missing component. Towards overcoming that, we propose a network design inspired by deep residual networks that allows the efficient computation of this more expressive pairwise similarity objective. Further, we argue that regularization is key in learning with small amounts of data, and propose an additional generator network based on the Generative Adversarial Networks where the discriminator is our residual pairwise network. This provides a strong regularizer by leveraging the generated data samples. The proposed model can generate plausible variations of exemplars over unseen classes and outperforms strong discriminative baselines for few shot classification tasks. Notably, our residual pairwise network design outperforms previous state-of-theart on the challenging mini-Imagenet dataset for one shot learning by getting over 55% accuracy for the 5-way classification task over unseen classes.",deep neural network achiev unpreced perform level mani task scale well larg quantiti data perform low data regim task like one shot learn still lag behind recent work suggest mani hypothes better optim complic network structur work hypothes learnabl express similar object essenti miss compon toward overcom propos network design inspir deep residu network allow effici comput express pairwis similar object argu regular key learn small amount data propos addit generat network base generat adversari network discrimin residu pairwis network provid strong regular leverag generat data sampl propos model generat plausibl variat exemplar unseen class outperform strong discrimin baselin shot classif task notabl residu pairwis network design outperform previous state theart challeng mini imagenet dataset one shot learn get accuraci way classif task unseen class,"['Akshay Mehrotra', 'Ambedkar Dukkipati']","['cs.CV', 'cs.NE']",False,False,False,True,False,False
464,2017-03-28T14:09:09Z,2017-03-23T11:02:42Z,http://arxiv.org/abs/1703.08001v1,http://arxiv.org/pdf/1703.08001v1,Nonlinear Spectral Image Fusion,nonlinear spectral imag fusion,"In this paper we demonstrate that the framework of nonlinear spectral decompositions based on total variation (TV) regularization is very well suited for image fusion as well as more general image manipulation tasks. The well-localized and edge-preserving spectral TV decomposition allows to select frequencies of a certain image to transfer particular features, such as wrinkles in a face, from one image to another. We illustrate the effectiveness of the proposed approach in several numerical experiments, including a comparison to the competing techniques of Poisson image editing, linear osmosis, wavelet fusion and Laplacian pyramid fusion. We conclude that the proposed spectral TV image decomposition framework is a valuable tool for semi- and fully-automatic image editing and fusion.",paper demonstr framework nonlinear spectral decomposit base total variat tv regular veri well suit imag fusion well general imag manipul task well local edg preserv spectral tv decomposit allow select frequenc certain imag transfer particular featur wrinkl face one imag anoth illustr effect propos approach sever numer experi includ comparison compet techniqu poisson imag edit linear osmosi wavelet fusion laplacian pyramid fusion conclud propos spectral tv imag decomposit framework valuabl tool semi fulli automat imag edit fusion,"['Martin Benning', 'Michael Möller', 'Raz Z. Nossek', 'Martin Burger', 'Daniel Cremers', 'Guy Gilboa', 'Carola-Bibiane Schönlieb']","['cs.CV', 'math.NA', '35P30, 62H35, 65M70, 94A08', 'G.1.3; G.1.6; G.1.8; I.4.0; I.4.5']",False,False,False,True,False,False
465,2017-03-28T14:09:09Z,2017-03-23T11:01:27Z,http://arxiv.org/abs/1703.08000v1,http://arxiv.org/pdf/1703.08000v1,Weakly Supervised Object Localization Using Things and Stuff Transfer,weak supervis object local use thing stuff transfer,"We propose to help weakly supervised object localization for classes where location annotations are not available, by transferring things and stuff knowledge from a source set with available annotations. The source and target classes might share similar appearance (e.g. bear fur is similar to cat fur) or appear against similar background (e.g. horse and sheep appear against grass). To exploit this, we acquire three types of knowledge from the source set: a segmentation model trained on both thing and stuff classes; similarity relations between target and source classes; and co-occurrence relations between thing and stuff classes in the source. The segmentation model is used to generate thing and stuff segmentation maps on a target image, while the class similarity and co-occurrence knowledge help refining them. We then incorporate these maps as new cues into a multiple instance learning framework (MIL), propagating the transferred knowledge from the pixel level to the object proposal level. In extensive experiments, we conduct our transfer from the PASCAL Context dataset (source) to the ILSVRC, COCO and PASCAL VOC 2007 datasets (targets). We evaluate our transfer across widely different thing classes, including some that are not similar in appearance, but appear against similar background. The results demonstrate significant improvement over standard MIL, and we outperform the state-of-the-art in the transfer setting.",propos help weak supervis object local class locat annot avail transfer thing stuff knowledg sourc set avail annot sourc target class might share similar appear bear fur similar cat fur appear similar background hors sheep appear grass exploit acquir three type knowledg sourc set segment model train thing stuff class similar relat target sourc class co occurr relat thing stuff class sourc segment model use generat thing stuff segment map target imag class similar co occurr knowledg help refin incorpor map new cue multipl instanc learn framework mil propag transfer knowledg pixel level object propos level extens experi conduct transfer pascal context dataset sourc ilsvrc coco pascal voc dataset target evalu transfer across wide differ thing class includ similar appear appear similar background result demonstr signific improv standard mil outperform state art transfer set,"['Miaojing Shi', 'Holger Caesar', 'Vittorio Ferrari']",['cs.CV'],False,False,False,True,False,False
466,2017-03-28T14:09:09Z,2017-03-23T09:49:37Z,http://arxiv.org/abs/1703.07980v1,http://arxiv.org/pdf/1703.07980v1,Discriminatively Boosted Image Clustering with Fully Convolutional   Auto-Encoders,discrimin boost imag cluster fulli convolut auto encod,"Traditional image clustering methods take a two-step approach, feature learning and clustering, sequentially. However, recent research results demonstrated that combining the separated phases in a unified framework and training them jointly can achieve a better performance. In this paper, we first introduce fully convolutional auto-encoders for image feature learning and then propose a unified clustering framework to learn image representations and cluster centers jointly based on a fully convolutional auto-encoder and soft $k$-means scores. At initial stages of the learning procedure, the representations extracted from the auto-encoder may not be very discriminative for latter clustering. We address this issue by adopting a boosted discriminative distribution, where high score assignments are highlighted and low score ones are de-emphasized. With the gradually boosted discrimination, clustering assignment scores are discriminated and cluster purities are enlarged. Experiments on several vision benchmark datasets show that our methods can achieve a state-of-the-art performance.",tradit imag cluster method take two step approach featur learn cluster sequenti howev recent research result demonstr combin separ phase unifi framework train joint achiev better perform paper first introduc fulli convolut auto encod imag featur learn propos unifi cluster framework learn imag represent cluster center joint base fulli convolut auto encod soft mean score initi stage learn procedur represent extract auto encod may veri discrimin latter cluster address issu adopt boost discrimin distribut high score assign highlight low score one de emphas gradual boost discrimin cluster assign score discrimin cluster puriti enlarg experi sever vision benchmark dataset show method achiev state art perform,"['Fengfu Li', 'Hong Qiao', 'Bo Zhang', 'Xuanyang Xi']","['cs.CV', 'cs.LG']",False,False,False,True,False,False
467,2017-03-28T14:09:09Z,2017-03-23T09:06:13Z,http://arxiv.org/abs/1703.07971v1,http://arxiv.org/pdf/1703.07971v1,Image-based Localization using Hourglass Networks,imag base local use hourglass network,"In this paper, we propose an encoder-decoder convolutional neural network (CNN) architecture for estimating camera pose (orientation and location) from a single RGB-image. The architecture has a hourglass shape consisting of a chain of convolution and up-convolution layers followed by a regression part. The up-convolution layers are introduced to preserve the fine-grained information of the input image. Following the common practice, we train our model in end-to-end manner utilizing transfer learning from large scale classification data. The experiments demonstrate the performance of the approach on data exhibiting different lighting conditions, reflections, and motion blur. The results indicate a clear improvement over the previous state-of-the-art even when compared to methods that utilize sequence of test frames instead of a single frame.",paper propos encod decod convolut neural network cnn architectur estim camera pose orient locat singl rgb imag architectur hourglass shape consist chain convolut convolut layer follow regress part convolut layer introduc preserv fine grain inform input imag follow common practic train model end end manner util transfer learn larg scale classif data experi demonstr perform approach data exhibit differ light condit reflect motion blur result indic clear improv previous state art even compar method util sequenc test frame instead singl frame,"['Iaroslav Melekhov', 'Juha Ylioinas', 'Juho Kannala', 'Esa Rahtu']",['cs.CV'],True,False,False,True,False,False
469,2017-03-28T14:09:09Z,2017-03-23T05:22:22Z,http://arxiv.org/abs/1703.07939v1,http://arxiv.org/pdf/1703.07939v1,Recurrent Multimodal Interaction for Referring Image Segmentation,recurr multimod interact refer imag segment,"In this paper we are interested in the problem of image segmentation given natural language descriptions, i.e. referring expressions. Existing works tackle this problem by first modeling images and sentences independently and then segment images by combining these two types of representations. We argue that learning word-to-image interaction is more native in the sense of jointly modeling two modalities for the image segmentation task, and we propose convolutional multimodal LSTM to encode the sequential interactions between individual words, visual information, and spatial information. We show that our proposed model outperforms the baseline model on benchmark datasets. In addition, we analyze the intermediate output of the proposed multimodal LSTM approach and empirically explains how this approach enforces a more effective word-to-image interaction.",paper interest problem imag segment given natur languag descript refer express exist work tackl problem first model imag sentenc independ segment imag combin two type represent argu learn word imag interact nativ sens joint model two modal imag segment task propos convolut multimod lstm encod sequenti interact individu word visual inform spatial inform show propos model outperform baselin model benchmark dataset addit analyz intermedi output propos multimod lstm approach empir explain approach enforc effect word imag interact,"['Chenxi Liu', 'Zhe Lin', 'Xiaohui Shen', 'Jimei Yang', 'Xin Lu', 'Alan Yuille']",['cs.CV'],False,False,False,True,False,False
473,2017-03-28T14:09:13Z,2017-03-23T02:50:32Z,http://arxiv.org/abs/1703.07910v1,http://arxiv.org/pdf/1703.07910v1,Bidirectional-Convolutional LSTM Based Spectral-Spatial Feature Learning   for Hyperspectral Image Classification,bidirect convolut lstm base spectral spatial featur learn hyperspectr imag classif,"This paper proposes a novel deep learning framework named bidirectional-convolutional long short term memory (Bi-CLSTM) network to automatically learn the spectral-spatial feature from hyperspectral images (HSIs). In the network, the issue of spectral feature extraction is considered as a sequence learning problem, and a recurrent connection operator across the spectral domain is used to address it. Meanwhile, inspired from the widely used convolutional neural network (CNN), a convolution operator across the spatial domain is incorporated into the network to extract the spatial feature. Besides, to sufficiently capture the spectral information, a bidirectional recurrent connection is proposed. In the classification phase, the learned features are concatenated into a vector and fed to a softmax classifier via a fully-connected operator. To validate the effectiveness of the proposed Bi-CLSTM framework, we compare it with several state-of-the-art methods, including the CNN framework, on three widely used HSIs. The obtained results show that Bi-CLSTM can improve the classification performance as compared to other methods.",paper propos novel deep learn framework name bidirect convolut long short term memori bi clstm network automat learn spectral spatial featur hyperspectr imag hsis network issu spectral featur extract consid sequenc learn problem recurr connect oper across spectral domain use address meanwhil inspir wide use convolut neural network cnn convolut oper across spatial domain incorpor network extract spatial featur besid suffici captur spectral inform bidirect recurr connect propos classif phase learn featur concaten vector fed softmax classifi via fulli connect oper valid effect propos bi clstm framework compar sever state art method includ cnn framework three wide use hsis obtain result show bi clstm improv classif perform compar method,"['Qingshan Liu', 'Feng Zhou', 'Renlong Hang', 'Xiaotong Yuan']",['cs.CV'],False,False,False,True,False,False
474,2017-03-28T14:09:13Z,2017-03-23T01:51:14Z,http://arxiv.org/abs/1703.08173v1,http://arxiv.org/pdf/1703.08173v1,Single Image Super-resolution with a Parameter Economic Residual-like   Convolutional Neural Network,singl imag super resolut paramet econom residu like convolut neural network,"Recent years have witnessed great success of convolutional neural network (CNN) for various problems both in low and high level visions. Especially noteworthy is the residual network which was originally proposed to handle high-level vision problems and enjoys several merits. This paper aims to extend the merits of residual network, such as skip connection induced fast training, for a typical low-level vision problem, i.e., single image super-resolution. In general, the two main challenges of existing deep CNN for supper-resolution lie in the gradient exploding/vanishing problem and large amount of parameters or computational cost as CNN goes deeper. Correspondingly, the skip connections or identity mapping shortcuts are utilized to avoid gradient exploding/vanishing problem. To tackle with the second problem, a parameter economic CNN architecture which has carefully designed width, depth and skip connections was proposed. Different residual-like architectures for image superresolution has also been compared. Experimental results have demonstrated that the proposed CNN model can not only achieve state-of-the-art PSNR and SSIM results for single image super-resolution but also produce visually pleasant results. This paper has extended the mmm 2017 paper with more experiments and explanations.",recent year wit great success convolut neural network cnn various problem low high level vision especi noteworthi residu network origin propos handl high level vision problem enjoy sever merit paper aim extend merit residu network skip connect induc fast train typic low level vision problem singl imag super resolut general two main challeng exist deep cnn supper resolut lie gradient explod vanish problem larg amount paramet comput cost cnn goe deeper correspond skip connect ident map shortcut util avoid gradient explod vanish problem tackl second problem paramet econom cnn architectur care design width depth skip connect propos differ residu like architectur imag superresolut also compar experiment result demonstr propos cnn model onli achiev state art psnr ssim result singl imag super resolut also produc visual pleasant result paper extend mmm paper experi explan,"['Yudong Liang', 'Ze Yang', 'Kai Zhang', 'Yihui He', 'Jinjun Wang', 'Nanning Zheng']",['cs.CV'],False,False,False,True,False,False
476,2017-03-28T14:09:13Z,2017-03-22T20:00:15Z,http://arxiv.org/abs/1703.07834v1,http://arxiv.org/pdf/1703.07834v1,Large Pose 3D Face Reconstruction from a Single Image via Direct   Volumetric CNN Regression,larg pose face reconstruct singl imag via direct volumetr cnn regress,"3D face reconstruction is a fundamental Computer Vision problem of extraordinary difficulty. Current systems often assume the availability of multiple facial images (sometimes from the same subject) as input, and must address a number of methodological challenges such as establishing dense correspondences across large facial poses, expressions, and non-uniform illumination. In general these methods require complex and inefficient pipelines for model building and fitting. In this work, we propose to address many of these limitations by training a Convolutional Neural Network (CNN) on an appropriate dataset consisting of 2D images and 3D facial models or scans. Our CNN works with just a single 2D facial image, does not require accurate alignment nor establishes dense correspondence between images, works for arbitrary facial poses and expressions, and can be used to reconstruct the whole 3D facial geometry (including the non-visible parts of the face) bypassing the construction (during training) and fitting (during testing) of a 3D Morphable Model. We achieve this via a simple CNN architecture that performs direct regression of a volumetric representation of the 3D facial geometry from a single 2D image. We also demonstrate how the related task of facial landmark localization can be incorporated into the proposed framework and help improve reconstruction quality, especially for the cases of large poses and facial expressions. Testing code will be made available online, along with pre-trained models http://aaronsplace.co.uk/papers/jackson2017recon.",face reconstruct fundament comput vision problem extraordinari difficulti current system often assum avail multipl facial imag sometim subject input must address number methodolog challeng establish dens correspond across larg facial pose express non uniform illumin general method requir complex ineffici pipelin model build fit work propos address mani limit train convolut neural network cnn appropri dataset consist imag facial model scan cnn work singl facial imag doe requir accur align establish dens correspond imag work arbitrari facial pose express use reconstruct whole facial geometri includ non visibl part face bypass construct dure train fit dure test morphabl model achiev via simpl cnn architectur perform direct regress volumetr represent facial geometri singl imag also demonstr relat task facial landmark local incorpor propos framework help improv reconstruct qualiti especi case larg pose facial express test code made avail onlin along pre train model http aaronsplac co uk paper jacksonrecon,"['Aaron S. Jackson', 'Adrian Bulat', 'Vasileios Argyriou', 'Georgios Tzimiropoulos']",['cs.CV'],False,False,False,True,False,False
477,2017-03-28T14:09:13Z,2017-03-22T18:51:51Z,http://arxiv.org/abs/1703.07815v1,http://arxiv.org/pdf/1703.07815v1,Cross-View Image Matching for Geo-localization in Urban Environments,cross view imag match geo local urban environ,"In this paper, we address the problem of cross-view image geo-localization. Specifically, we aim to estimate the GPS location of a query street view image by finding the matching images in a reference database of geo-tagged bird's eye view images, or vice versa. To this end, we present a new framework for cross-view image geo-localization by taking advantage of the tremendous success of deep convolutional neural networks (CNNs) in image classification and object detection. First, we employ the Faster R-CNN to detect buildings in the query and reference images. Next, for each building in the query image, we retrieve the $k$ nearest neighbors from the reference buildings using a Siamese network trained on both positive matching image pairs and negative pairs. To find the correct NN for each query building, we develop an efficient multiple nearest neighbors matching method based on dominant sets. We evaluate the proposed framework on a new dataset that consists of pairs of street view and bird's eye view images. Experimental results show that the proposed method achieves better geo-localization accuracy than other approaches and is able to generalize to images at unseen locations.",paper address problem cross view imag geo local specif aim estim gps locat queri street view imag find match imag refer databas geo tag bird eye view imag vice versa end present new framework cross view imag geo local take advantag tremend success deep convolut neural network cnns imag classif object detect first employ faster cnn detect build queri refer imag next build queri imag retriev nearest neighbor refer build use siames network train posit match imag pair negat pair find correct nn queri build develop effici multipl nearest neighbor match method base domin set evalu propos framework new dataset consist pair street view bird eye view imag experiment result show propos method achiev better geo local accuraci approach abl general imag unseen locat,"['Yicong Tian', 'Chen Chen', 'Mubarak Shah']",['cs.CV'],False,False,False,True,False,False
486,2017-03-28T14:09:17Z,2017-03-22T09:03:25Z,http://arxiv.org/abs/1703.07570v1,http://arxiv.org/pdf/1703.07570v1,Deep MANTA: A Coarse-to-fine Many-Task Network for joint 2D and 3D   vehicle analysis from monocular image,deep manta coars fine mani task network joint vehicl analysi monocular imag,"In this paper, we present a novel approach, called Deep MANTA (Deep Many-Tasks), for many-task vehicle analysis from a given image. A robust convolutional network is introduced for simultaneous vehicle detection, part localization, visibility characterization and 3D dimension estimation. Its architecture is based on a new coarse-to-fine object proposal that boosts the vehicle detection. Moreover, the Deep MANTA network is able to localize vehicle parts even if these parts are not visible. In the inference, the network's outputs are used by a real time robust pose estimation algorithm for fine orientation estimation and 3D vehicle localization. We show in experiments that our method outperforms monocular state-of-the-art approaches on vehicle detection, orientation and 3D location tasks on the very challenging KITTI benchmark.",paper present novel approach call deep manta deep mani task mani task vehicl analysi given imag robust convolut network introduc simultan vehicl detect part local visibl character dimens estim architectur base new coars fine object propos boost vehicl detect moreov deep manta network abl local vehicl part even part visibl infer network output use real time robust pose estim algorithm fine orient estim vehicl local show experi method outperform monocular state art approach vehicl detect orient locat task veri challeng kitti benchmark,"['Florian Chabot', 'Mohamed Chaouch', 'Jaonary Rabarisoa', 'Céline Teulière', 'Thierry Chateau']",['cs.CV'],False,False,False,True,False,False
487,2017-03-28T14:09:17Z,2017-03-23T13:56:01Z,http://arxiv.org/abs/1703.07523v2,http://arxiv.org/pdf/1703.07523v2,Deeply-Supervised CNN for Prostate Segmentation,deepli supervis cnn prostat segment,"Prostate segmentation from Magnetic Resonance (MR) images plays an important role in image guided interven- tion. However, the lack of clear boundary specifically at the apex and base, and huge variation of shape and texture between the images from different patients make the task very challenging. To overcome these problems, in this paper, we propose a deeply supervised convolutional neural network (CNN) utilizing the convolutional information to accurately segment the prostate from MR images. The proposed model can effectively detect the prostate region with additional deeply supervised layers compared with other approaches. Since some information will be abandoned after convolution, it is necessary to pass the features extracted from early stages to later stages. The experimental results show that significant segmentation accuracy improvement has been achieved by our proposed method compared to other reported approaches.",prostat segment magnet reson mr imag play import role imag guid interven tion howev lack clear boundari specif apex base huge variat shape textur imag differ patient make task veri challeng overcom problem paper propos deepli supervis convolut neural network cnn util convolut inform accur segment prostat mr imag propos model effect detect prostat region addit deepli supervis layer compar approach sinc inform abandon convolut necessari pass featur extract earli stage later stage experiment result show signific segment accuraci improv achiev propos method compar report approach,"['Qikui Zhu', 'Bo Du', 'Baris Turkbey', 'Peter L . Choyke', 'Pingkun Yan']",['cs.CV'],True,False,False,True,False,False
488,2017-03-28T14:09:17Z,2017-03-22T04:40:51Z,http://arxiv.org/abs/1703.07519v1,http://arxiv.org/pdf/1703.07519v1,Joint Intermodal and Intramodal Label Transfers for Extremely Rare or   Unseen Classes,joint intermod intramod label transfer extrem rare unseen class,"In this paper, we present a label transfer model from texts to images for image classification tasks. The problem of image classification is often much more challenging than text classification. On one hand, labeled text data is more widely available than the labeled images for classification tasks. On the other hand, text data tends to have natural semantic interpretability, and they are often more directly related to class labels. On the contrary, the image features are not directly related to concepts inherent in class labels. One of our goals in this paper is to develop a model for revealing the functional relationships between text and image features as to directly transfer intermodal and intramodal labels to annotate the images. This is implemented by learning a transfer function as a bridge to propagate the labels between two multimodal spaces. However, the intermodal label transfers could be undermined by blindly transferring the labels of noisy texts to annotate images. To mitigate this problem, we present an intramodal label transfer process, which complements the intermodal label transfer by transferring the image labels instead when relevant text is absent from the source corpus. In addition, we generalize the inter-modal label transfer to zero-shot learning scenario where there are only text examples available to label unseen classes of images without any positive image examples. We evaluate our algorithm on an image classification task and show the effectiveness with respect to the other compared algorithms.",paper present label transfer model text imag imag classif task problem imag classif often much challeng text classif one hand label text data wide avail label imag classif task hand text data tend natur semant interpret often direct relat class label contrari imag featur direct relat concept inher class label one goal paper develop model reveal function relationship text imag featur direct transfer intermod intramod label annot imag implement learn transfer function bridg propag label two multimod space howev intermod label transfer could undermin blind transfer label noisi text annot imag mitig problem present intramod label transfer process complement intermod label transfer transfer imag label instead relev text absent sourc corpus addit general inter modal label transfer zero shot learn scenario onli text exampl avail label unseen class imag without ani posit imag exampl evalu algorithm imag classif task show effect respect compar algorithm,"['Guo-Jun Qi', 'Wei Liu', 'Charu Aggarwal', 'Thomas Huang']",['cs.CV'],False,False,False,True,False,False
492,2017-03-28T14:09:21Z,2017-03-23T21:37:40Z,http://arxiv.org/abs/1703.07478v2,http://arxiv.org/pdf/1703.07478v2,Spatially-Varying Blur Detection Based on Multiscale Fused and Sorted   Transform Coefficients of Gradient Magnitudes,spatial vari blur detect base multiscal fuse sort transform coeffici gradient magnitud,"The detection of spatially-varying blur without having any information about the blur type is a challenging task. In this paper, we propose a novel effective approach to address the blur detection problem from a single image without requiring any knowledge about the blur type, level, or camera settings. Our approach computes blur detection maps based on a novel High-frequency multiscale Fusion and Sort Transform (HiFST) of gradient magnitudes. The evaluations of the proposed approach on a diverse set of blurry images with different blur types, levels, and contents demonstrate that the proposed algorithm performs favorably against the state-of-the-art methods qualitatively and quantitatively.",detect spatial vari blur without ani inform blur type challeng task paper propos novel effect approach address blur detect problem singl imag without requir ani knowledg blur type level camera set approach comput blur detect map base novel high frequenc multiscal fusion sort transform hifst gradient magnitud evalu propos approach divers set blurri imag differ blur type level content demonstr propos algorithm perform favor state art method qualit quantit,"['S. Alireza Golestaneh', 'Lina J. Karam']",['cs.CV'],False,False,False,True,False,False
498,2017-03-28T14:09:21Z,2017-03-21T17:41:46Z,http://arxiv.org/abs/1703.07334v1,http://arxiv.org/pdf/1703.07334v1,Pop-up SLAM: Semantic Monocular Plane SLAM for Low-texture Environments,pop slam semant monocular plane slam low textur environ,"Existing simultaneous localization and mapping (SLAM) algorithms are not robust in challenging low-texture environments because there are only few salient features. The resulting sparse or semi-dense map also conveys little information for motion planning. Though some work utilize plane or scene layout for dense map regularization, they require decent state estimation from other sources. In this paper, we propose real-time monocular plane SLAM to demonstrate that scene understanding could improve both state estimation and dense mapping especially in low-texture environments. The plane measurements come from a pop-up 3D plane model applied to each single image. We also combine planes with point based SLAM to improve robustness. On a public TUM dataset, our algorithm generates a dense semantic 3D model with pixel depth error of 6.2 cm while existing SLAM algorithms fail. On a 60 m long dataset with loops, our method creates a much better 3D model with state estimation error of 0.67%.",exist simultan local map slam algorithm robust challeng low textur environ becaus onli salient featur result spars semi dens map also convey littl inform motion plan though work util plane scene layout dens map regular requir decent state estim sourc paper propos real time monocular plane slam demonstr scene understand could improv state estim dens map especi low textur environ plane measur come pop plane model appli singl imag also combin plane point base slam improv robust public tum dataset algorithm generat dens semant model pixel depth error cm exist slam algorithm fail long dataset loop method creat much better model state estim error,"['Shichao Yang', 'Yu Song', 'Michael Kaess', 'Sebastian Scherer']","['cs.CV', 'cs.RO']",False,False,False,True,False,False
499,2017-03-28T14:09:21Z,2017-03-21T17:37:36Z,http://arxiv.org/abs/1703.07332v1,http://arxiv.org/pdf/1703.07332v1,"How far are we from solving the 2D & 3D Face Alignment problem? (and a   dataset of 230,000 3D facial landmarks)",far solv face align problem dataset facial landmark,"This paper investigates how far a very deep neural network is from attaining close to saturating performance on existing 2D and 3D face alignment datasets. To this end, we make the following three contributions: (a) we construct, for the first time, a very strong baseline by combining a state-of-the-art architecture for landmark localization with a state-of-the-art residual block, train it on a very large yet synthetically expanded 2D facial landmark dataset and finally evaluate it on all other 2D facial landmark datasets. (b) We create a guided by 2D landmarks network which converts 2D landmark annotations to 3D and unifies all existing datasets, leading to the creation of LS3D-W, the largest and most challenging 3D facial landmark dataset to date (~230,000 images). (c) Following that, we train a neural network for 3D face alignment and evaluate it on the newly introduced LS3D-W. (d) We further look into the effect of all ""traditional"" factors affecting face alignment performance like large pose, initialization and resolution, and introduce a ""new"" one, namely the size of the network. (e) We show that both 2D and 3D face alignment networks achieve performance of remarkable accuracy which is probably close to saturating the datasets used. Demo code and pre-trained models can be downloaded from http://www.cs.nott.ac.uk/~psxab5/face-alignment/",paper investig far veri deep neural network attain close satur perform exist face align dataset end make follow three contribut construct first time veri strong baselin combin state art architectur landmark local state art residu block train veri larg yet synthet expand facial landmark dataset final evalu facial landmark dataset creat guid landmark network convert landmark annot unifi exist dataset lead creation lsd largest challeng facial landmark dataset date imag follow train neural network face align evalu newli introduc lsd look effect tradit factor affect face align perform like larg pose initi resolut introduc new one name size network show face align network achiev perform remark accuraci probabl close satur dataset use demo code pre train model download http www cs nott ac uk psxab face align,"['Adrian Bulat', 'Georgios Tzimiropoulos']",['cs.CV'],False,False,False,True,False,False
868,2017-03-28T14:11:17Z,2016-12-15T14:16:56Z,http://arxiv.org/abs/1612.05076v1,http://arxiv.org/pdf/1612.05076v1,Live Score Following on Sheet Music Images,live score follow sheet music imag,"In this demo we show a novel approach to score following. Instead of relying on some symbolic representation, we are using a multi-modal convolutional neural network to match the incoming audio stream directly to sheet music images. This approach is in an early stage and should be seen as proof of concept. Nonetheless, the audience will have the opportunity to test our implementation themselves via 3 simple piano pieces.",demo show novel approach score follow instead reli symbol represent use multi modal convolut neural network match incom audio stream direct sheet music imag approach earli stage seen proof concept nonetheless audienc opportun test implement themselv via simpl piano piec,"['Matthias Dorfer', 'Andreas Arzt', 'Sebastian Böck', 'Amaury Durand', 'Gerhard Widmer']",['cs.SD'],False,False,False,True,False,False
