,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,論文タイトル,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
297,2017-03-06T12:12:52Z,2016-11-25T01:19:55Z,http://arxiv.org/abs/1612.01400v1,http://arxiv.org/pdf/1612.01400v1,a distanc function for compar straight edg geometr figur,this paper defin a distanc function that measur the dissimilar between planar geometr figur form with straight line this function can in turn be use in partial match of differ geometr figur for a given pair of geometr figur that are graphic isomorph one function measur the angular dissimilar and anoth function measur the edg length disproport the distanc function is then defin as the convex sum of these two function the novelti of the present function is that it satisfi all properti of a distanc function and the comput of the same is done by project appropri featur to a cartesian plane to comput the deviat from the angular similar properti the euclidean distanc between the given angular pair and the correspond point on the y x line is measur further while comput the deviat from the edg length proport properti the best fit line for the set of edg length which pass through the origin is found and the euclidean distanc between the given edg length pair and the correspond point on a y mx line is calcul iter proport fit procedur ipfp is use to find this best fit line we demonstr the behavior of the defin function for some sampl pair of figur,Apoorva Honnegowda Roopa|Shrisha Rao,"cs.CV|cs.CG|65D10 (primary), 51K05 (secondary)",0,0,0,0,0,0
298,2017-03-06T12:12:52Z,2016-11-24T21:38:59Z,http://arxiv.org/abs/1611.08315v1,http://arxiv.org/pdf/1611.08315v1,univers guard problem,we provid a spectrum of result for the univers guard problem in which one is to obtain a small set of point guard that are univers in their abil to guard ani of a set of possibl polygon domain in the plane we give upper and lower bound on the number of univers guard that are alway suffici to guard all polygon have a given set of n vertic or to guard all polygon in a given set of k polygon on an n point vertex set our upper bound proof includ algorithm to construct univers guard set of the respect cardin,Sándor P. Fekete|Qian Li|Joseph S. B. Mitchell|Christian Scheffer,cs.CG|F.2.2,0,0,0,0,0,0
299,2017-03-06T12:12:52Z,2016-11-23T14:21:02Z,http://arxiv.org/abs/1611.07808v1,http://arxiv.org/pdf/1611.07808v1,hard of liar s domin on unit disk graph,a unit disk graph is the intersect graph of a set of unit diamet disk in the plane in this paper we consid liar s domin problem on unit disk graph a variant of domin set problem we call this problem as it euclidean liar s domin problem in the euclidean liar s domin problem a set cal p p 1 p 2 ldot p n of n point disk center are given in the euclidean plane for p in cal p n p is a subset of cal p such that for ani q in n p the euclidean distanc between p and q is less than or equal to 1 i e the correspond unit diamet disk intersect the object of the euclidean liar s domin problem is to find a subset d subseteq cal p of minimum size have the follow properti i n p i cap d geq 2 for 1 leq i leq n and ii n p i cup n p j cap d geq 3 for i neq j 1 leq i j leq n this articl aim to prove the euclidean liar s domin problem is np complet,Ramesh K Jallu|Gautam K Das,cs.CG,0,0,0,0,0,0
300,2017-03-06T12:10:58Z,2017-03-03T03:14:28Z,http://arxiv.org/abs/1703.01024v1,http://arxiv.org/pdf/1703.01024v1,exponenti move averag model in parallel speech recognit train,as train data rapid growth larg scale parallel train with multi gpus cluster is wide appli in the neural network model learn current we present a new approach that appli exponenti move averag method in larg scale parallel train of neural network model it is a non interfer strategi that the exponenti move averag model is not broadcast to distribut worker to updat their local model after model synchron in the train process and it is implement as the final model of the train system fulli connect feed forward neural network dnns and deep unidirect long short term memori lstm recurr neural network rnns are success train with propos method for larg vocabulari continu speech recognit on shenma voic search data in mandarin the charact error rate cer of mandarin speech recognit further degrad than state of the art approach of parallel train,Xu Tian|Jun Zhang|Zejun Ma|Yi He|Juan Wei,cs.CL,1,0,0,0,1,0
301,2017-03-06T12:10:58Z,2017-03-03T01:29:11Z,http://arxiv.org/abs/1703.01008v1,http://arxiv.org/pdf/1703.01008v1,end to end task complet neural dialogu system,this paper present an end to end learn framework for task complet neural dialogu system which leverag supervis and reinforc learn with various deep learn model the system is abl to interfac with a structur databas and interact with user for assist them to access inform and complet task such as book movi ticket our experi in a movi ticket book domain show the propos system outperform a modular base dialogu system and is more robust to nois produc by other compon in the system,Xuijun Li|Yun-Nung Chen|Lihong Li|Jianfeng Gao,cs.CL|cs.AI,1,0,0,0,0,1
302,2017-03-06T12:10:58Z,2017-03-02T23:58:54Z,http://arxiv.org/abs/1703.00993v1,http://arxiv.org/pdf/1703.00993v1,a compar studi of word embed for read comprehens,the focus of past machin learn research for read comprehens task has been primarili on the design of novel deep learn architectur here we show that seem minor choic made on 1 the use of pre train word embed and 2 the represent of out of vocabulari token at test time can turn out to have a larger impact than architectur choic on the final perform we systemat explor sever option for these choic and provid recommend to research work in this area,Bhuwan Dhingra|Hanxiao Liu|Ruslan Salakhutdinov|William W. Cohen,cs.CL,1,1,0,0,0,0
303,2017-03-06T12:10:58Z,2017-03-02T21:23:47Z,http://arxiv.org/abs/1703.00955v1,http://arxiv.org/pdf/1703.00955v1,control text generat,generic generat and manipul of text is challeng and has limit success compar to recent deep generat model in visual domain this paper aim at generat plausibl natur languag sentenc whose attribut are dynam control by learn disentangl latent represent with design semant we propos a new neural generat model which combin variat auto encod and holist attribut discrimin for effect imposit of semant structur with differenti approxim to discret text sampl explicit constraint on independ attribut control and effici collabor learn of generat and discrimin our model learn high interpret represent from even onli word annot and produc realist sentenc with desir attribut quantit evalu valid the accuraci of sentenc and attribut generat,Zhiting Hu|Zichao Yang|Xiaodan Liang|Ruslan Salakhutdinov|Eric P. Xing,cs.LG|cs.AI|cs.CL|stat.ML,1,1,0,0,0,0
304,2017-03-06T12:10:58Z,2017-03-02T20:55:20Z,http://arxiv.org/abs/1703.00948v1,http://arxiv.org/abs/1703.00948v1,dawt dens annot wikipedia text across multipl languag,in this work we open up the dawt dataset dens annot wikipedia text across multipl languag the annot includ label text mention map to entiti repres by their freebas machin id as well as the type of the entiti the data set contain total of 13 6m articl 5 0b token 13 8m mention entiti co occurr dawt contain 4 8 time more anchor text to entiti link than origin present in the wikipedia markup moreov it span sever languag includ english spanish italian german french and arab we also present the methodolog use to generat the dataset which enrich wikipedia markup in order to increas number of link in addit to the main dataset we open up sever deriv dataset includ mention entiti co occurr count and entiti embed as well as map between freebas id and wikidata item id we also discuss two applic of these dataset and hope that open them up would prove use for the natur languag process and inform retriev communiti as well as facilit multi lingual research,Nemanja Spasojevic|Preeti Bhargava|Guoning Hu,cs.IR|cs.AI|cs.CL|cs.SI,0,1,0,0,0,0
305,2017-03-06T12:10:58Z,2017-03-02T13:52:47Z,http://arxiv.org/abs/1703.00786v1,http://arxiv.org/pdf/1703.00786v1,a generic onlin parallel learn framework for larg margin model,to speed up the train process mani exist system use parallel technolog for onlin learn algorithm howev most research main focus on stochast gradient descent sgd instead of other algorithm we propos a generic onlin parallel learn framework for larg margin model and also analyz our framework on popular larg margin algorithm includ mira and structur perceptron our framework is lock free and easi to implement on exist system experi show that system with our framework can gain near linear speed up by increas run thread and with no loss in accuraci,Shuming Ma|Xu Sun,cs.CL|cs.LG,0,0,0,0,0,0
306,2017-03-06T12:10:58Z,2017-03-02T13:49:23Z,http://arxiv.org/abs/1703.00782v1,http://arxiv.org/pdf/1703.00782v1,lock free parallel perceptron for graph base depend pars,depend pars is an import nlp task a popular approach for depend pars is structur perceptron still graph base depend pars has the time complex of o n 3 and it suffer from slow train to deal with this problem we propos a parallel algorithm call parallel perceptron the parallel algorithm can make full use of a multi core comput which save a lot of train time base on experi we observ that depend pars with parallel perceptron can achiev 8 fold faster train speed than tradit structur perceptron method when use 10 thread and with no loss at all in accuraci,Xu Sun|Shuming Ma,cs.CL,0,1,0,0,0,0
307,2017-03-06T12:10:58Z,2017-03-02T03:59:18Z,http://arxiv.org/abs/1703.00607v1,http://arxiv.org/pdf/1703.00607v1,discoveri of evolv semant through dynam word embed learn,dure the cours of human languag evolut the semant mean of word keep evolv with time the understand of evolv semant enabl us to captur the true mean of the word in differ usag context and thus is critic for various applic such as machin translat while it is natur promis to studi word semant in a time awar manner tradit method to learn word vector represent do not adequ captur the chang over time to this end in this paper we aim at learn time awar vector represent of word through dynam word embed model specif we first propos a method that captur time specif semant and across time align simultan in a way that is robust to data sparsiti then we solv the result optim problem use a scalabl coordin descent method final we perform the empir studi on new york time data to learn the tempor embed and develop multipl evalu that illustr the semant evolut of word discov from news media moreov our qualit and quantit test indic that the our method not onli reliabl captur the semant evolut over time but also onsist outperform state of the art tempor embed approach on both semant accuraci and align qualiti,Zijun Yao|Yifan Sun|Weicong Ding|Nikhil Rao|Hui Xiong,cs.CL|stat.ML,0,1,0,0,0,0
308,2017-03-06T12:10:58Z,2017-03-02T01:08:10Z,http://arxiv.org/abs/1703.00572v1,http://arxiv.org/pdf/1703.00572v1,structur embed of syntact tree for machin comprehens,this paper develop a model that address syntact embed for machin comprehens a key task of natur languag understand our propos model structur embed of syntact tree sest take each word in a sentenc construct a sequenc of syntact node extract from syntact pars tree and encod the sequenc into a vector represent the learn vector is then incorpor into neural attent model which allow learn the map of syntact structur between question and context pair we evalu our approach on squad dataset and demonstr that our model can accur identifi the syntact boundari of the sentenc and to extract answer that are syntact coher over the baselin method,Rui Liu|Junjie Hu|Wei Wei|Zi Yang|Eric Nyberg,cs.CL,1,1,0,0,0,0
309,2017-03-06T12:10:58Z,2017-03-02T00:48:15Z,http://arxiv.org/abs/1703.00565v1,http://arxiv.org/pdf/1703.00565v1,scattertext a browser base tool for visual how corpora differ,scattertext is an open sourc tool for visual linguist variat between document categori in a languag independ way the tool present a scatterplot where each axi correspond to the rank frequenc a term occur in a categori of document through a tie break strategi the tool is abl to display thousand of visibl term repres point and find space to legibl label hundr of them scattertext also lend itself to a queri base visual of how the use of term with similar embed differ between document categori as well as a visual for compar the import score of bag of word featur to univari metric,Jason S. Kessler,cs.CL|cs.IR,0,1,0,0,0,0
310,2017-03-06T12:11:02Z,2017-03-01T22:37:02Z,http://arxiv.org/abs/1703.00538v1,http://arxiv.org/abs/1703.00538v1,unsupervis ensembl rank of term in electron health record note base on their import to patient,background electron health record ehr note contain abund medic jargon that can be difficult for patient to comprehend one way to help patient is to reduc inform overload and help them focus on medic term that matter most to them object the aim of this work was to develop fit find import term for patient an unsupervis natur languag process nlp system that rank medic term in ehr note base on their import to patient method we built fit on a new unsupervis ensembl rank model deriv from the bias random walk algorithm to combin heterogen inform resourc for rank candid term from each ehr note specif fit integr four singl view for term import patient use of medic concept document level term salienc word occurr base term related and topic coher it also incorpor partial inform of term import as convey by term unfamiliar level and semant type we evalu fit on 90 expert annot ehr note and compar it with three benchmark unsupervis ensembl rank method result fit achiev 0 885 auc roc for rank candid term from ehr note to identifi import term when includ term identif the perform of fit for identifi import term from ehr note was 0 813 auc roc it outperform the three ensembl ranker for most metric it perform is relat insensit to it paramet conclus fit can automat identifi ehr term import to patient and may help develop person intervent to improv qualiti of care by use unsupervis learn as well as a robust and flexibl framework for inform fusion fit can be readili appli to other domain and applic,Jinying Chen|Hong Yu,cs.CL|I.2.7,0,1,0,0,0,0
311,2017-03-06T12:11:02Z,2017-03-01T14:40:22Z,http://arxiv.org/abs/1703.00317v1,http://arxiv.org/pdf/1703.00317v1,trace linguist relat in win and lose side of explicit oppos group,linguist relat in oral convers present how opinion are construct and develop in a restrict time the relat bond idea argument thought and feel re shape them dure a speech and final build knowledg out of all inform provid in the convers speaker share a common interest to discuss it is expect that each speaker s repli includ duplic form of word from previous speaker howev linguist adapt is observ and evolv in a more complex path than just transfer slight modifi version of common concept a convers aim a benefit at the end show an emerg cooper induc the adapt not onli cooper but also competit drive the adapt or an opposit scenario and one can captur the dynam process by track how the concept are linguist link to uncov salient complex dynam event in verbal communic we attempt to discov self organ linguist relat hidden in a convers with explicit state winner and loser we examin open access data of the unit state suprem court our understand is crucial in big data research to guid how transit state in opinion mine and decis make should be model and how this requir knowledg to guid the model should be pinpoint by filter larg amount of data,Ceyda Sanli|Anupam Mondal|Erik Cambria,cs.CL|cs.AI,0,1,0,0,1,0
312,2017-03-06T12:11:02Z,2017-03-03T15:33:07Z,http://arxiv.org/abs/1703.00203v2,http://arxiv.org/pdf/1703.00203v2,frequenc pattern of semant chang corpus base evid of a near critic dynam in languag chang,it is general believ that when a linguist item acquir a new mean it overal frequenc of use in the languag rise with time with an s shape growth curv yet this claim has onli been support by a limit number of case studi in this paper we provid the first corpus base quantit confirm of the generic of the s curv in languag chang moreov we uncov anoth generic pattern a latenc phase of variabl durat preced the s growth dure which the frequenc of use of the semant expand word remain low and more or less constant we also propos a usag base model of languag chang support by cognit consider which predict that both phase the latenc and the fast s growth take place the drive mechan is a stochast dynam a random walk in the space of frequenc of use the under determinist dynam highlight the role of a control paramet the strength of the cognit impetus govern the onset of chang which tune the system at the vicin of a saddl node bifurc in the neighborhood of the critic point the latenc phase correspond to the diffus time over the critic region and the s growth to the fast converg that follow the durat of the two phase is comput as specif first passag time of the random walk process lead to distribut that fit well the one extract from our dataset we argu that our result are not specif to the studi corpus but appli to semant chang in general,Quentin Feltgen|Benjamin Fagard|Jean-Pierre Nadal,physics.soc-ph|cs.CL,0,1,0,0,0,0
313,2017-03-06T12:11:02Z,2017-03-01T01:27:32Z,http://arxiv.org/abs/1703.00099v1,http://arxiv.org/pdf/1703.00099v1,learn convers system that interleav task and non task content,task orient dialog system have been appli in various task such as autom person assist custom servic provid and tutor these system work well when user have clear and explicit intent that are well align to the system capabl howev they fail if user intent are not explicit to address this shortcom we propos a framework to interleav non task content i e everyday social convers into task convers when the task content fail the system can still keep the user engag with the non task content we train a polici use reinforc learn algorithm to promot long turn convers coher and consist so that the system can have smooth transit between task and non task content to test the effect of the propos framework we develop a movi promot dialog system experi with human user indic that a system that interleav social and task content achiev a better task success rate and is also rate as more engag compar to a pure task orient system,Zhou Yu|Alan W Black|Alexander I. Rudnicky,cs.CL|cs.AI|cs.HC,0,0,1,0,0,1
314,2017-03-06T12:11:02Z,2017-03-01T00:59:17Z,http://arxiv.org/abs/1703.00096v1,http://arxiv.org/pdf/1703.00096v1,gram ctc automat unit select and target decomposit for sequenc label,most exist sequenc label model reli on a fix decomposit of a target sequenc into a sequenc of basic unit these method suffer from two major drawback 1 the set of basic unit is fix such as the set of word charact or phonem in speech recognit and 2 the decomposit of target sequenc is fix these drawback usual result in sub optim perform of model sequenc in this pa per we extend the popular ctc loss criterion to allevi these limit and propos a new loss function call gram ctc while preserv the advantag of ctc gram ctc automat learn the best set of basic unit gram as well as the most suitabl decomposit of tar get sequenc unlik ctc gram ctc allow the model to output variabl number of charact at each time step which enabl the model to captur longer term depend and improv the comput effici we demonstr that the propos gram ctc improv ctc in term of both perform and effici on the larg vocabulari speech recognit task at multipl scale of data and that with gram ctc we can outperform the state of the art on a standard speech benchmark,Hairong Liu|Zhenyao Zhu|Xiangang Li|Sanjeev Satheesh,cs.CL|cs.LG|cs.NE,0,1,0,0,1,0
315,2017-03-06T12:11:02Z,2017-02-28T23:54:57Z,http://arxiv.org/abs/1703.00089v1,http://arxiv.org/pdf/1703.00089v1,a joint identif approach for argument write revis,prior work on revis identif typic use a pipelin method revis extract is first conduct to identifi the locat of revis and revis classif is then conduct on the identifi revis such a set propag the error of the revis extract step to the revis classif step this paper propos an approach that identifi the revis locat and the revis type joint to solv the issu of error propag it util a sequenc represent of revis and conduct sequenc label for revis identif a mutat base approach is util to updat identif sequenc result demonstr that our propos approach yield better perform on both revis locat extract and revis type classif compar to a pipelin baselin,Fan Zhang|Diane Litman,cs.CL,0,0,0,0,0,0
316,2017-03-06T12:11:02Z,2017-02-28T20:47:47Z,http://arxiv.org/abs/1703.00050v1,http://arxiv.org/pdf/1703.00050v1,scenes 3d scene design with natur languag,design 3d scene is current a creativ task that requir signific expertis and effort in use complex 3d design interfac this effort design process start in stark contrast to the easi with which peopl can use languag to describ real and imaginari environ we present scenes an interact text to 3d scene generat system that allow a user to design 3d scene use natur languag a user provid input text from which we extract explicit constraint on the object that should appear in the scene given these explicit constraint the system then use a spatial knowledg base learn from an exist databas of 3d scene and 3d object model to infer an arrang of the object form a natur scene match the input descript use textual command the user can then iter refin the creat scene by ad remov replac and manipul object we evalu the qualiti of 3d scene generat by scenes in a perceptu evalu experi where we compar against manual design scene and simpler baselin for 3d scene generat we demonstr how the generat scene can be iter refin through simpl natur languag command,Angel X. Chang|Mihail Eric|Manolis Savva|Christopher D. Manning,cs.GR|cs.CL|cs.HC,0,1,0,1,0,0
317,2017-03-06T12:11:02Z,2017-02-28T05:43:10Z,http://arxiv.org/abs/1702.08653v1,http://arxiv.org/pdf/1702.08653v1,scaffold network for teach and learn to comprehend,in scaffold teach student are gradual ask question to build background knowledg clear up confus learn to be attent and improv comprehens inspir by this approach we explor method for teach machin to learn to reason over text document through ask question about the past inform we address three key challeng in teach and learn to reason 1 the need for an effect architectur that learn from the inform in text and keep it in memori 2 the difficulti of self assess what is learn at ani given point and what is left to be learn 3 the difficulti of teach reason in a scalabl way to address the first challeng we present the scaffold network an attent base neural network agent that can reason over a dynam memori it learn a polici use reinforc learn to increment regist new inform about concept and their relat for the second challeng we describ a question simul as part of the scaffold network that learn to continu question the agent about the inform process so far through question the agent learn to correct answer as mani question as possibl for the last challeng we explor train with reduc annot data we evalu on synthet and real dataset demonstr that our model compet well with the state of the art method especi when less supervis is use,Asli Celikyilmaz|Li Deng|Lihong Li|Chong Wang,cs.CL,1,1,0,0,0,1
318,2017-03-06T12:11:02Z,2017-02-27T22:25:45Z,http://arxiv.org/abs/1702.08563v1,http://arxiv.org/pdf/1702.08563v1,improv machin learn abil with fine tune,item respons theori irt allow for measur abil of machin learn model as compar to a human popul howev it is difficult to creat a larg dataset to train the abil of deep neural network model dnns we propos fine tune as a new train process where a model pre train on a larg dataset is fine tune with a small supplement train set our result show that fine tune can improv the abil of a state of the art dnn model for recogn textual entail task,John P. Lalor|Hao Wu|Hong Yu,cs.CL,1,0,0,0,0,0
319,2017-03-06T12:11:02Z,2017-02-27T17:19:03Z,http://arxiv.org/abs/1702.08388v1,http://arxiv.org/pdf/1702.08388v1,stanc classif of social media user in independ movement,social media and data mine are increas be use to analys polit and societ issu characteris of user into socio demograph group is crucial to improv these analys here we undertak the classif of social media user as support or oppos ongo independ movement in their territori independ movement occur in territori whose citizen have conflict nation ident user with oppos nation ident will then support or oppos the sens of be part of an independ nation that differ from the offici recognis countri we describ a methodolog that reli on user self report locat to build dataset for three territori catalonia the basqu countri and scotland and we test languag independ classifi use four type of featur we show the effect of the approach to build larg annot dataset and the abil to achiev accur languag independ classif perform rang from 85 to 97 for the three territori under studi,Arkaitz Zubiaga|Bo Wang|Maria Liakata|Rob Procter,cs.CL|cs.SI,0,1,0,0,0,0
320,2017-03-06T12:11:06Z,2017-02-27T14:37:21Z,http://arxiv.org/abs/1702.08303v1,http://arxiv.org/pdf/1702.08303v1,identifi benefici task relat for multi task learn in deep neural network,multi task learn mtl in deep neural network for nlp has recent receiv increas interest due to some compel benefit includ it potenti to effici regular model and to reduc the need for label data while it has brought signific improv in a number of nlp task mix result have been report and littl is known about the condit under which mtl lead to gain in nlp this paper shed light on the specif task relat that can lead to gain from mtl model over singl task setup,Joachim Bingel|Anders Søgaard,cs.CL|I.2.7,1,1,0,0,0,0
321,2017-03-06T12:11:06Z,2017-02-27T13:38:08Z,http://arxiv.org/abs/1702.08451v1,http://arxiv.org/pdf/1702.08451v1,approch d analys distributionnell pour am liorer la d sambigu sation s mantiqu,word sens disambigu wsd improv mani natur languag process nlp applic such as inform retriev machin translat or lexic simplif wsd is the abil of determin a word sens among differ one within a polysem lexic unit take into account the context the most straightforward approach use a semant proxim measur between the word sens candid of the target word and those of it context such a method veri easili entail a combinatori explos in this paper we propos two method base on distribut analysi which enabl to reduc the exponenti complex without lose the coher we present a comparison between the select of distribut neighbor and the linear nearest neighbor the figur obtain show that select distribut neighbor lead to better result,Mokhtar Billami|Núria Gala,cs.CL,0,1,0,0,0,0
322,2017-03-06T12:11:06Z,2017-02-27T13:37:15Z,http://arxiv.org/abs/1702.08450v1,http://arxiv.org/pdf/1702.08450v1,a knowledg base approach to word sens disambigu by distribut select and semant featur,word sens disambigu improv mani natur languag process nlp applic such as inform retriev inform extract machin translat or lexic simplif rough speak the aim is to choos for each word in a text it best sens one of the most popular method estim local semant similar related between two word sens and then extend it to all word from text the most direct method comput a rough score for everi pair of word sens and choos the lexic chain that has the best score we can imagin the exponenti complex that return this comprehens approach in this paper we propos to use a combinatori optim metaheurist for choos the nearest neighbor obtain by distribut select around the word to disambigu the test and the evalu of our method concern a corpus written in french by mean of the semant network babelnet the obtain accuraci rate is 78 on all name and verb chosen for the evalu,Mokhtar Billami,cs.CL,0,1,0,1,0,0
323,2017-03-06T12:11:06Z,2017-02-27T10:09:46Z,http://arxiv.org/abs/1702.08217v1,http://arxiv.org/pdf/1702.08217v1,a case studi on english malayalam machin translat,in this paper we present our work on a case studi on statist machin translat smt and rule base machin translat rbmt for translat from english to malayalam and malayalam to english one of the motiv of our studi is to make a three way perform comparison such as a smt and rbmt b english to malayalam smt and malayalam to english smt c english to malayalam rbmt and malayalam to english rbmt we describ the develop of english to malayalam and malayalam to english baselin phrase base smt system and the evalu of it perform compar against the rbmt system base on our studi the observ are a smt system outperform rbmt system b in the case of smt english malayalam system perform better than that of malayalam english system c in the case rbmt malayalam to english system are perform better than english to malayalam system base on our evalu and detail error analysi we describ the requir of incorpor morpholog process into the smt to improv the accuraci of translat,Sreelekha S|Pushpak Bhattacharyya,cs.CL,0,0,0,0,0,0
324,2017-03-06T12:11:06Z,2017-02-27T04:16:01Z,http://arxiv.org/abs/1702.08139v1,http://arxiv.org/pdf/1702.08139v1,improv variat autoencod for text model use dilat convolut,recent work on generat model of text has found that variat auto encod vae incorpor lstm decod perform wors than simpler lstm languag model bowman et al 2015 this negat result is so far poor understood but has been attribut to the propens of lstm decod to ignor condit inform from the encod in this paper we experi with a new type of decod for vae a dilat cnn by chang the decod s dilat architectur we control the effect context from previous generat word in experi we find that there is a trade off between the contextu capac of the decod and the amount of encod inform use we show that with the right decod vae can outperform lstm languag model we demonstr perplex gain on two dataset repres the first posit experiment result on the use vae for generat model of text further we conduct an in depth investig of the use of vae with our new decod architectur for semi supervis and unsupervis label task demonstr gain over sever strong baselin,Zichao Yang|Zhiting Hu|Ruslan Salakhutdinov|Taylor Berg-Kirkpatrick,cs.NE|cs.CL|cs.LG,1,1,0,0,0,0
325,2017-03-06T12:11:06Z,2017-02-26T11:22:41Z,http://arxiv.org/abs/1702.08021v1,http://arxiv.org/pdf/1702.08021v1,friend and enemi of clinton and trump use context for detect stanc in polit tweet,stanc detect the task of identifi the speaker s opinion toward a particular target has attract the attent of research this paper describ a novel approach for detect stanc in twitter we defin a set of featur in order to consid the context surround a target of interest with the final aim of train a model for predict the stanc toward the mention target in particular we are interest in investig polit debat in social media for this reason we evalu our approach focus on two target of the semev 2016 task6 on detect stanc in tweet which are relat to the polit campaign for the 2016 u s presidenti elect hillari clinton vs donald trump for the sake of comparison with the state of the art we evalu our model against the dataset releas in the semev 2016 task 6 share task competit our result outperform the best one obtain by particip team and show that inform about enemi and friend of politician help in detect stanc toward them,Mirko Lai|Delia Irazú Hernández Farías|Viviana Patti|Paolo Rosso,cs.CL,0,0,0,0,0,0
326,2017-03-06T12:11:06Z,2017-02-26T08:07:26Z,http://arxiv.org/abs/1702.07998v1,http://arxiv.org/pdf/1702.07998v1,detect un import content for singl document news summar,we present a robust approach for detect intrins sentenc import in news by train on two corpora of document summari pair when use for singl document summar our approach combin with the begin of document heurist outperform a state of the art summar and the begin of articl baselin in both automat and manual evalu these result repres an import advanc becaus in the absenc of cross document repetit singl document summar for news have not been abl to consist outperform the strong begin of articl baselin,Yinfei Yang|Forrest Sheng Bao|Ani Nenkova,cs.CL,0,1,0,0,0,0
327,2017-03-06T12:11:06Z,2017-02-26T03:19:13Z,http://arxiv.org/abs/1702.07983v1,http://arxiv.org/pdf/1702.07983v1,maximum likelihood augment discret generat adversari network,despit the success in captur continu distribut the applic of generat adversari network gan to discret set like natur languag task is rather restrict the fundament reason is the difficulti of back propag through discret random variabl combin with the inher instabl of the gan train object to address these problem we propos maximum likelihood augment discret generat adversari network instead of direct optim the gan object we deriv a novel and low varianc object use the discrimin s output that follow correspond to the log likelihood compar with the origin the new object is prove to be consist in theori and benefici in practic the experiment result on various discret dataset demonstr the effect of the propos approach,Tong Che|Yanran Li|Ruixiang Zhang|R Devon Hjelm|Wenjie Li|Yangqiu Song|Yoshua Bengio,cs.AI|cs.CL|cs.LG,0,1,0,0,0,0
328,2017-03-06T12:11:06Z,2017-02-25T05:16:15Z,http://arxiv.org/abs/1702.07835v1,http://arxiv.org/pdf/1702.07835v1,critic survey of the freeli avail arab corpora,the avail of corpora is a major factor in build natur languag process applic howev the cost of acquir corpora can prevent some research from go further in their endeavour the eas of access to freeli avail corpora is urgent need in the nlp research communiti especi for languag such as arab current there is not easi was to access to a comprehens and updat list of freeli avail arab corpora we present in this paper the result of a recent survey conduct to identifi the list of the freeli avail arab corpora and languag resourc our preliminari result show an initi list of 66 sourc we present our find in the various categori studi and we provid the direct link to get the data when possibl,Wajdi Zaghouani,cs.CL,0,1,0,0,0,0
329,2017-03-06T12:11:06Z,2017-02-25T03:20:49Z,http://arxiv.org/abs/1702.07826v1,http://arxiv.org/pdf/1702.07826v1,ration a neural machin translat approach to generat natur languag explan,we introduc ai ration an approach for generat explan of autonom system behavior as if a human had done the behavior we describ a ration techniqu that use neural machin translat to translat intern state action represent of the autonom agent into natur languag we evalu our techniqu in the frogger game environ the natur languag is collect from human player think out loud as they play the game we motiv the use of ration as an approach to explan generat show the result of experi on the accuraci of our ration techniqu and describ futur research agenda,Brent Harrison|Upol Ehsan|Mark O. Riedl,cs.AI|cs.CL|cs.HC|cs.LG,1,1,0,0,0,0
330,2017-03-06T12:11:10Z,2017-02-25T03:11:04Z,http://arxiv.org/abs/1702.07825v1,http://arxiv.org/pdf/1702.07825v1,deep voic real time neural text to speech,we present deep voic a product qualiti text to speech system construct entir from deep neural network deep voic lay the groundwork for truli end to end neural speech synthesi the system compris five major build block a segment model for locat phonem boundari a graphem to phonem convers model a phonem durat predict model a fundament frequenc predict model and an audio synthesi model for the segment model we propos a novel way of perform phonem boundari detect with deep neural network use connectionist tempor classif ctc loss for the audio synthesi model we implement a variant of wavenet that requir fewer paramet and train faster than the origin by use a neural network for each compon our system is simpler and more flexibl than tradit text to speech system where each compon requir labori featur engin and extens domain expertis final we show that infer with our system can be perform faster than real time and describ optim wavenet infer kernel on both cpu and gpu that achiev up to 400x speedup over exist implement,Sercan O. Arik|Mike Chrzanowski|Adam Coates|Gregory Diamos|Andrew Gibiansky|Yongguo Kang|Xian Li|John Miller|Jonathan Raiman|Shubho Sengupta|Mohammad Shoeybi,cs.CL|cs.LG|cs.NE|cs.SD,1,0,0,0,1,0
331,2017-03-06T12:11:10Z,2017-02-24T22:49:13Z,http://arxiv.org/abs/1702.07793v1,http://arxiv.org/pdf/1702.07793v1,residu convolut ctc network for automat speech recognit,deep learn approach have been wide use in automat speech recognit asr and they have achiev a signific accuraci improv especi convolut neural network cnns have been revisit in asr recent howev most cnns use in exist work have less than 10 layer which may not be deep enough to captur all human speech signal inform in this paper we propos a novel deep and wide cnn architectur denot as rcnn ctc which has residu connect and connectionist tempor classif ctc loss function rcnn ctc is an end to end system which can exploit tempor and spectral structur of speech signal simultan furthermor we introduc a ctc base system combin which is differ from the convent frame wise senon base one the basic subsystem adopt in the combin are differ type and thus mutual complementari to each other experiment result show that our propos singl system rcnn ctc can achiev the lowest word error rate wer on wsj and tencent chat data set compar to sever wide use neural network system in asr in addit the propos system combin can offer a further error reduct on these two data set result in relat wer reduct of 14 91 and 6 52 on wsj dev93 and tencent chat data set respect,Yisen Wang|Xuejiao Deng|Songbai Pu|Zhiheng Huang,cs.CL,1,1,0,0,1,0
